name,place_id,type,lat,lng,address
Kenneth Tan Medical Clinic (Joo Chiat),ChIJMwjr1ZUZ2jERjlgym0OZM_Y,doctor,1.3127283,103.8998317,172 Joo Chiat Road
Q & M Dental Surgery (Tanjong Katong) Pte Ltd - Kinex,ChIJPVdhKvQZ2jERCKp0PnSIQD8,doctor,1.3149868,103.8946433,"11 Tanjong Katong Road, #B1-13, Kinex"
Dofun,ChIJqzScflAZ2jERKBkrugMmb1Q,doctor,1.3184358,103.8927403,"60 Paya Lebar Road, #06-12 Paya Lebar Square"
Sin Kang TCM Clinic - Paya Lebar Square,ChIJCU2_WBgZ2jERsIMdOBPjtuc,doctor,1.3191725,103.8925563,"60 Paya Lebar Road, #01-19 Paya Lebar Square, Singapore"
"Amazing Hearing, Paya Lebar (PLQ Mall) Hearing Test, Hearing Aids and Tinnitus",ChIJ2awkt34Z2jERlIqUpnzyFC4,doctor,1.3175969,103.8928556,"10 Paya Lebar Road, #03-17 PLQ Mall"
D.I.Ho TCM Message,ChIJbdZtjVkZ2jERwXye2VUgGn8,doctor,1.3149989,103.8935606,"810 Geylang Road, #02-64 City Plaza, Singapore"
Aha Centre,ChIJS1RQrhcY2jERUbQbiDV1Hf4,doctor,1.3151066,103.8934313,"City Plaza #04-24, 810 Geylang Road (S)409286"
Thye Hin Tong,ChIJl3Xd4RYY2jERUhnePKM8IJQ,pharmacy,1.3150048,103.8961079,"10 Haig Road, Block 10"
Nu-hup Teck Pte Ltd,ChIJMUuXoIwX2jER2Al75UOCjkM,pharmacy,1.3248583,103.895088,"57 Ubi Avenue 1, #07-05 Ubi Centre"
Guardian Health & Beauty - Kinex / One KM,ChIJkUs54SkZ2jERarHOdJEpjWY,pharmacy,1.3147108,103.8949378,"11 Tanjong Katong Road, B1 - 19 / 20 One KM"
Guardian Health & Beauty – Paya Lebar MRT,ChIJF5xs8toZ2jERUQWaWLDgGnE,pharmacy,1.3179145,103.8923184,"30 Paya Lebar Road, #01-13/14/15 Paya Lebar MRT"
Pacific-Tec Marketing Services Pte Ltd,ChIJZROyaPYX2jERtvFV5dMHTHk,pharmacy,1.3280486,103.8981054,"67 Ubi Crescent, Singapore"
Lim Yong Hee Enterprise,ChIJScwkqh0Y2jERxEIFcMVjirQ,pharmacy,1.323865,103.8997698,Singapore
Feroz khan perubatan tradisional,ChIJOZQYvhAY2jERQxLR7kVNrZ0,pharmacy,1.3157716,103.8983988,1 Joo Chiat Road
Watsons Singapore - Singapore Post Centre (Click & Collect),ChIJh8sEqRkY2jERKPx9OZbeAP8,pharmacy,1.319291,103.894819,"10 Eunos 8, B1-137/138 Singapore Post Centre"
Fook Yuan Tong Chinese Medical Hall,ChIJrTuO3vcX2jERlJfHiYdxvf4,pharmacy,1.3265063,103.9011351,"342 Ubi Avenue 1, Singapore"
Natural Pharmacia,ChIJh1MpDvYX2jERR1uR4ZdwZrQ,pharmacy,1.3269856,103.8976984,"10 Ubi Crescent, Singapore"
Osteodent Biomed Supplies Pte. Ltd.,ChIJh1MpDvYX2jER5WJoye9FeXs,pharmacy,1.3269856,103.8976984,"10 Ubi Crescent, Singapore"
KOLI 够力,ChIJTToM5rcZ2jERaF8Qspeig-w,pharmacy,1.3251799,103.8946973,"59 Ubi Avenue 1, #06-03 Bizlink Centre"
Cheok Dispensary,ChIJgXHDwhcY2jERqh_cFlQtkh8,pharmacy,1.316645,103.892698,"5 Tg Katong Rd, #5"
Callie Pharma Maketing,ChIJv2fgrRcY2jER0CIbaH7Z9Mg,pharmacy,1.3149951,103.8935606,810 Geylang Road
Ortho Technology Asia Pte. Ltd.,ChIJQTWzaPYX2jERkSBE9lce-TU,pharmacy,1.3279399,103.898087,67 Ubi Crescent
Unilavender,ChIJc2fvEvYX2jERrtNDINTpL1U,pharmacy,1.3279339,103.8974039,Ubi Crescent
Smartec Asean Enterprise,ChIJdW2w1B8Y2jERQ-5bSdjxxV8,pharmacy,1.3260059,103.8940574,3 Ubi Crescent
Hotel 81 Tristar,ChIJrdRCtBAY2jERzuoRcMOJvxY,clinic,1.3155019,103.8973721,1 Onan Road
ibis budget Singapore Joo Chiat,ChIJH2EgPRIY2jERKrUAQ90dG9U,clinic,1.3113635,103.9010865,219 Joo Chiat Road
Venue Hotel The Lily,ChIJ37tThhEY2jERRBycMYB-rUA,clinic,1.3115909,103.9007217,238 Joo Chiat Road
A Hotel Joo Chiat,ChIJhXc73hAY2jER0F4zrjxDfvI,clinic,1.3147698,103.8983936,"60 Joo Chiat Road, #01-06"
Betel Box Asia Pte. Ltd.,ChIJP4omoGUZ2jERrvHfYcgNp60,clinic,1.3122251,103.9002491,"200 Joo Chiat Road, #02-02"
Hotel Classic by Venue,ChIJq6NC6HYZ2jER6RVRp3cIqZg,clinic,1.3156947,103.8977558,12 Joo Chiat Road
Eureka! Campaign Associates Pte Ltd,ChIJMZ0xdskZ2jERj7BzKkiZFa8,clinic,1.3195528,103.8966533,"113 Eunos Avenue 3, #02-08 Gordon Industrial Building"
Lake View Aquarium,ChIJ5T7dmwQY2jERDmUHzrSRXSk,clinic,1.3211242,103.9046635,"8 Eunos Crescent, Singapore"
Singapore Car Rental,ChIJA_a77R0Y2jERfZQ7C5zirBM,clinic,1.325096,103.898223,"51 Ubi Avenue 1, #02-17/18, Singapore"
Geylang,ChIJfZ9Z0CMY2jERkKXarqz3AAU,clinic,1.3200544,103.8917746,Singapore
Climb Asia Service Center,ChIJjx15e8UZ2jERbAjQSNTEq1g,clinic,1.3255073,103.8963853,"53 Ubi Avenue 1, #03-17, Singapore"
London Weight Management - Paya Lebar Square | SG's #1 Weight Loss & Slimming Expert | Burn Stubborn Fat in 30 Mins,ChIJh8sEqRkY2jERsV_GV7SAZ3k,clinic,1.3186901,103.8930575,60 Paya Lebar Road 01-44/54/55 Paya Lebar Square
Certis CISCO Security Pte Ltd,ChIJB160SB8Y2jERn_-zkSjS1lc,clinic,1.3217706,103.8922411,"20 Jalan Afifi, Certis CISCO Centre"
Hafary Gallery,ChIJ8dm9VscX2jER5sdFJ7JXhZc,clinic,1.3195933,103.8982949,105 Eunos Avenue 3
Adventure World,ChIJW4z1bvYX2jER3lPCjzyVfXw,clinic,1.328393,103.898041,"65 Ubi Crescent, #05-03"
BLC Centre Clinic,ChIJuwdrOhIY2jERnDAjcr0wUs8,clinic,1.3114808,103.9008037,248 Joo Chiat Road
Classic 3D Design Concepts,ChIJKz5VjBAY2jERt-k_u0OPslQ,clinic,1.3155859,103.8961157,"12 Haig Road, #01-331"
Block 2 HDB Eunos,ChIJRRDbTBsY2jERaNu9sUDVN0Y,clinic,1.3207862,103.9028187,2 Eunos Crescent
Great Eastern @ Changi,ChIJLTxLWAUY2jER1IFJqNtjd9Q,clinic,1.316926,103.9035652,200 Changi Road
StarHub,ChIJO-QWoh8Y2jERfilekzN9b5E,clinic,1.3241365,103.8929176,67 Ubi Avenue 1
kcuts @ Eunos Bus Interchange,ChIJq6qq2hoY2jERQptM0O_5cQI,clinic,1.3193679,103.9023366,409A Eunos Road 2
"BCM Institute, Business Continuity Management Institute",ChIJnR3c1R8Y2jERk_abZ3yqWfQ,clinic,1.3191548,103.8925231,"60 Paya Lebar Road, #07-54 Paya Lebar Square, Singapore"
Rehab Alliance | K.H.Poon Physiotherapy,ChIJJ7_FvxEY2jER6LkMf3_FgDE,clinic,1.313408,103.9003269,25 Joo Chiat Place
Synergy Focus Pte Ltd,ChIJAfVZI24Q2jERxqJMtSGgnaA,clinic,1.3169988,103.9011919,21 Bukit Batok Crescent
Masjid Darul Aman,ChIJidljbAUY2jERgKMgYT1QTEQ,clinic,1.3179347,103.9045197,1 Jalan Eunos
Lush Addiction Ubi Techpark HQ,ChIJ2dMYiYYX2jERF5J5prWFeRk,clinic,1.3264632,103.896365,"10 Ubi Crescent Ubi Techpark Lobby E, #02-82"
Mangala Vihara Buddhist Temple,ChIJLSu_VwQY2jERbHH4irG3BlE,clinic,1.3197063,103.9054713,30 Jalan Eunos
"Achieve Group Recruitment Agency, Singapore",ChIJBarnKgwZ2jER91A5b52FHe0,clinic,1.3189418,103.8944605,"10 Eunos Road 8, #12 08 Singapore Post Centre, Singapore"
All in the Family Counselling Centre Pte ltd,ChIJ0wIEqA4Z2jER42mRjxAtPaU,clinic,1.3184358,103.8927403,"60 Paya Lebar Road, #11-06 Paya Lebar Square"
Wee Wee Laundry Service,ChIJ-3NX7B0Y2jERE0CxvkwU9W0,clinic,1.325096,103.898223,51 Ubi Avenue 1
L S Tyres & Automotive Pte Ltd,ChIJI1meCx4Y2jERYqZtCbqE-HM,clinic,1.3254058,103.8965857,"53 Ubi Avenue 1 #01-03/04/05 Paya, Ubi Industrial Park"
Nippon Paint Glennah Trading,ChIJR7z6DhEY2jERENcEtg-_Bio,clinic,1.3137601,103.899392,"107 Joo Chiat Road, Singapore"
eZ-Decor Singapore,ChIJdUi9XecZ2jERh4TWQ4HghpY,clinic,1.3232059,103.8976634,"100 Eunos Avenue 7, #04-10"
IFS Capital Limited - for SME Working Capital & Small Business Loans Financing,ChIJDwzPD68Z2jERj8hBVkqlstw,clinic,1.3187571,103.8941596,"10 Eunos Road 8, #09-04 Singapore Post Centre"
Presion Pte. Ltd.,ChIJZfyh6ZEX2jER954BPKOnV1Q,clinic,1.3162249,103.8988343,38 Changi Road
M&F Industrial (S) Pte Ltd,ChIJSSPVtx4Y2jERPXW4whI7S8c,clinic,1.3235157,103.8989152,"Blk 1048 Eunos Avenue 6, #01-141"
Pattaya Garden Catering Services,ChIJA0xrDhIY2jEReiozxScsWgE,clinic,1.3167886,103.9016598,140 Changi Road
Pertapis,ChIJwzglvBAY2jERqale-YXACk8,clinic,1.3157105,103.8988136,"Blk 1 Joo Chiat Road, #04-1001"
Salmah Manap Bridal Boutique,ChIJ-9TQvxAY2jERI2oosoWr4R8,clinic,1.3157105,103.8988136,"1 Joo Chiat Road, Singapore"
Union Chemical and Pharmaceutical,ChIJGzGB2BsY2jER5-a-zZ96umo,clinic,1.3193274,103.8967728,Singapore
Kienta Engineering Construction Pte Ltd,ChIJkRdQBhAY2jERKEi03uGNCQY,clinic,1.3167589,103.9021806,"Changi Road, #150"
SpaJelita,ChIJkRdQBhAY2jERyv4VQcOSNZ0,clinic,1.3168341,103.9021289,"150 Changi Road, #01-02 Guthrie Building"
I Sun Flower Shop,ChIJ-9TQvxAY2jERcevyEEF3PSk,clinic,1.315516,103.8988364,"2 Joo Chiat Road, #01-1143, Singapore"
Lam Wong Roofing Specialist Pte Ltd,ChIJ4-fCQMkZ2jERKt_dv-M-QeU,clinic,1.325191,103.898556,"51 Ubi Avenue 1, #03-28"
Eveready Marine Engineering & CO,ChIJG5BXVBwY2jERd2VpWlXJSu4,clinic,1.3238145,103.8997714,1003 Eunos Avenue 8
FairPrice Joo Chiat Complex,ChIJFS_GYhIY2jERaLhL-4yv_vg,supermarket,1.3157896,103.8991494,"2 Joo Chiat Road, #01-1139 & #02-1139, Joo Chiat Complex, Singapore"
Bes Price Minimart,ChIJL7U0ghEY2jERPBf7Kf5_AKI,supermarket,1.3125277,103.9000822,184 Joo Chiat Road
FairPrice Eunos Crescent,ChIJ5QL_XwMY2jERdfRknFo-Qyk,supermarket,1.3211706,103.9036009,"5 Eunos Crescent, #01-2619/2621, Singapore"
Heng Eng Paper,ChIJkbS7mAQY2jERBgCb5cadEXg,supermarket,1.3213436,103.9042301,"6 Eunos Crescent, #01-2637"
MOHAMMAD HABIB & SONS PTE LTD,ChIJgU_Q2RAY2jERW9DLrIoU7BI,supermarket,1.3146817,103.8977239,"54 Onan Road, Singapore"
Anders Durian,ChIJIwjdorkZ2jERMKIz9SYPyBM,supermarket,1.3184358,103.8927403,"60 Paya Lebar Road, #07-54 Paya Lebar Square"
Bites by Scarlett Supermarket,ChIJ4f1YJQAZ2jERS3k-45uBHUk,supermarket,1.3175619,103.8926903,"10 Paya Lebar Road, #03-14, Singapore"
SP Markets Pte Ltd,ChIJg7sI6QUY2jER2OBgLZxybUE,supermarket,1.317824,103.907644,"Changi Road, 322B"
Cheers Onan Road,ChIJJ8EryhAY2jERteSxvUAxZNo,convenience_store,1.3158054,103.8971515,"1 Onan Road, Hotel 81, Tristar"
Aysa Store,ChIJ-9TQvxAY2jERedL04X3_mRU,convenience_store,1.3161421,103.8985123,"1 Joo Chiat Road, Singapore"
Cool Market Place,ChIJjzLgKxsY2jERVfmMv7BnnKU,convenience_store,1.3194134,103.90244,"409 Eunos Road 2, #01-03 Eunos Bus Interchange"
Kaung Chin Wai Pte Ltd,ChIJC9LZqCEZ2jERzxQwTBq2liE,convenience_store,1.3198148,103.9033592,"30 Eunos Crescent ,#01-16 , Eunos Mrt Station, 30 Eunos Crescent"
Alip Ba Ta Trading,ChIJv0WYXugZ2jERsBmb2-I-wGU,convenience_store,1.316705,103.8985863,"1 Geylang Serai, #01-01/02 Pasar, Singapore"
Hct Huat Cheng Trading,ChIJm5R3nxAY2jER4NS3dOKP-20,convenience_store,1.3167155,103.8984989,"1 Geylang Serai, #01-14 Geylang Serai Market and Food Centre"
Haron Groceries,ChIJo_ZoagAZ2jER4hXoZVF9ceE,convenience_store,1.316707,103.8985143,"1 Geylang Serai, #01-03 Pasar, Singapore"
N & N Cafe,ChIJ1310IhoY2jERAA4F0N8V4XA,convenience_store,1.3178086,103.8970625,#01-24 Blk 416 Eunos
Al Barakah Hypermart 48 Joo Chiat Road,ChIJgzcpwxAY2jERJeb0M3vOiug,convenience_store,1.3151393,103.8982453,48 Joo Chiat Road
So Ji Minimart,ChIJOdypmAQY2jERXDMiigeH_Ac,convenience_store,1.3211134,103.9042942,"HDB Eunos Crescent #01-2647, 6 Eunos Crescent (S)400006"
SMILES convenience store,ChIJS_fEoQQY2jERZK1p4bYnUfo,convenience_store,1.3213436,103.9042301,Blk 6 Eunos Crescent
Sing Thye Co,ChIJS2l7mQQY2jERPf6XbwvEjvY,convenience_store,1.3211145,103.9046478,Singapore
KK Trading Co Onan Rd,ChIJAwIQGgAZ2jERmwxsEHcrFJY,convenience_store,1.3150293,103.8977621,45 Onan Road
MiX Store @ SINGPOST,ChIJs0Q7qmcZ2jERqoh1wQq4bAk,convenience_store,1.3189418,103.8944605,"10 Eunos Road 8, #01-132 SINGAPORE POST CENTRE, Singapore"
Usha's Marketing Pte. Ltd,ChIJT9P5gVYZ2jER3_YWCWgRH_c,convenience_store,1.3247046,103.9032068,"20 Eunos Crescent, Singapore"
Haig Road Essentials,ChIJUwoKBgAZ2jER7RlJHiJ9qrI,convenience_store,1.3155971,103.8959811,"12 Haig Road, #01-333 Haig View, Singapore"
Thin Seng Co,ChIJBQPaGxEY2jER0SIsdhWsB1Q,convenience_store,1.3141123,103.8989478,104 Joo Chiat Road
Martways Pte Ltd,ChIJbZGh3OUZ2jERBYR5hEAZhIU,convenience_store,1.3147677,103.8958302,"10 Haig Road, #01-369 Block 10"
Fresh Wholesale Vegetables &Fruits Gandhi Minimart,ChIJ2-XHkAUY2jER0WnWdpd2-V0,convenience_store,1.317725,103.90666,"288 Changi Road, Singapore"
Japan Home PLQ,ChIJDUhJvN0Z2jERIIU2PWYU8qo,convenience_store,1.3175764,103.8932673,"10 Paya Lebar Road, B2-23 PLQ Mall, Singapore"
QWN PTE LTD,ChIJWxQz_xoZ2jERQRJYcEnsvks,convenience_store,1.3184358,103.8927403,"60 Paya Lebar Road, #07-54 Paya Lebar Square"
The Peacock Pte. Ltd.,ChIJFeaJeLQZ2jERXBFJxWJyLyc,convenience_store,1.3184358,103.8927403,"60 Paya Lebar Road, #13-12 Paya Lebar Square, Singapore"
SATHYA TRADING PTE LTD,ChIJN4Bg5WUZ2jERpPWeyzkKhLw,convenience_store,1.3125277,103.9000822,184 Joo Chiat Road
Mo Mart,ChIJRYSgqBcY2jERJlB37NORfAM,convenience_store,1.3151384,103.8938192,Singapore
Zo Quest Mart,ChIJzXeDpRcY2jERGs7Ncnx91qk,convenience_store,1.3151644,103.8937113,"810 Geylang Road, #01-59/59A City Plaza, Singapore"
Mai Vang Vietnamese Convenience store,ChIJx91xqlAZ2jERt3PU7JVPs-M,convenience_store,1.3119638,103.9004161,"216 Joo Chiat Road, #01-16, Singapore"
Indo Go Pte Ltd,ChIJaRrNyNQZ2jERz85V7ORZoE8,convenience_store,1.3149968,103.8935559,"810 Geylang Road, #02-19"
Right Choice,ChIJ5aKtP50Z2jERZccDTpgYNZE,convenience_store,1.3149968,103.8935559,"810 Geylang Road, #01-60/61 City Plaza, Singapore"
UOB ATM - Eunos Road 2,ChIJ0VfsJhsY2jERTC9LQl_q2w8,atm,1.3193205,103.901842,409 Eunos Road 2
DBS ATM - Paya Lebar Square,ChIJ4VyxQhgY2jER5B1s7tWRXCM,atm,1.3185834,103.8927194,"60 Paya Lebar Road, B1 Paya Lebar Square"
UOB ATM - Geylang Serai Market,ChIJddjCSnIZ2jER2hgtyzZ7okk,atm,1.316716,103.898214,"1 Geylang Serai, #01-K1 Market"
DBS ATM - Geylang Serai Market And Food Centre,ChIJ4wjb9AAZ2jER8FbL2uc3YLk,atm,1.3166568,103.8981808,1 Geylang Serai
UOB ATM - Joo Chiat Complex,ChIJc3LUvQoZ2jERAhdk41TqhoY,atm,1.3157026,103.8988695,"Blk 2 Joo Chiat Road, #01-K1"
DBS ATM - NTUC Joo Chiat Complex,ChIJIWkRCAcZ2jER6l0iw31INIo,atm,1.3155916,103.8990688,"2 Joo Chiat Road, Singapore"
POSB ATM - POSB PAYA LEBAR BRANCH,ChIJLzq2TCQZ2jERAUBfzwVU2uE,atm,1.3189548,103.8944549,"10 Eunos Road 8, #01-106 107/108"
POSB CDM (Coin Deposit Machine) - POSB PAYA LEBAR BRANCH,ChIJ4d-h9VoZ2jERA_joEgNmzqE,atm,1.3189548,103.8944549,"10 Eunos Road 8, #01-106 107/108"
Citibank Singapore ATM - Paya Lebar MRT,ChIJeRmLOBgY2jERhIVzoQ8w8AU,atm,1.3188064,103.8939254,"Paya Lebar SMRT station, 30 Paya Lebar Road"
POSB Paya Lebar Branch (All Services),ChIJc0b7URgY2jERNI8KxPJRBVk,atm,1.3189965,103.8934491,10 Eunos Road 8 #01-106/107/108 Singapore Post Centre
DBS ATM - Paya Lebar MRT Station,ChIJi0PEzXMZ2jERiIBCXtcORFg,atm,1.31818,103.89318,"30 Paya Lebar Road, Singapore"
UOB ATM - UOB PLQ Branch,ChIJCxPEhVAZ2jERuPTshzLS2ds,atm,1.317484,103.893248,"No. 10 Paya Lebar Road, #02-10/11/12, Paya Lebar Quarter"
UOB ATM - Kinex,ChIJvw4ChjUZ2jERJUMNFRQEmfU,atm,1.3149231,103.8945866,"11 Tanjong Katong Road, #01-K2, Kinex"
DBS ATM - Paya Lebar MRT Station Circle Line,ChIJP9M-sFEZ2jERz2kBE3MP7oA,atm,1.3172477,103.8924082,"15 Paya Lebar Road, Singapore"
OCBC Bank | Paya Lebar Square,ChIJsTh8ZxgY2jERwRD9wRXSBBc,bank,1.3187629,103.892976,"60 Paya Lebar Road, #01-45/46/52/53"
Blue Capital Credit Pte Ltd,ChIJ47VfNR4Y2jEROnRslGHrKls,bank,1.3246596,103.8944243,61 Ubi Avenue 1
ICBC Paya Lebar Sub-Branch,ChIJsTh8ZxgY2jERwrlJ6esKmUo,bank,1.3189345,103.8921843,"60 Paya Lebar Road, #01-33/34/35/36 Paya Lebar Square"
Wakefield Corporation,ChIJkcWl2hgY2jERvQQetG4wAnQ,bank,1.3220731,103.897137,Eunos Avenue 6
Dahl System Marketing Pte Ltd,ChIJE7Bz7RAY2jER753ok-x0t_A,bank,1.3156101,103.8990191,2 Joo Chiat Road
YTL,ChIJKz5VjBAY2jERhb9-s7TGJAo,bank,1.3156101,103.8990191,"2 Joo Chiat Road, Singapore"
Hwa Fong Credit Pte Ltd,ChIJH9fzzhAY2jERpas2qlBK0OY,bank,1.3153929,103.8975694,"25 Onan Road, Singapore"
Gv Credit Pte Ltd,ChIJYwjlDxEY2jERP_cXFewbBHY,bank,1.3139815,103.8993443,"101 Joo Chiat Road, #01-01 GV Building"
Sbi E-Power Pte Ltd,ChIJBzHcEB4Y2jER0TLhyq0RdbY,bank,1.3254058,103.8965857,53 Ubi Avenue 1
Eurohub Credit,ChIJ3RlN8PUX2jERpoY4Js9JCuA,bank,1.3263137,103.8961912,"10 Ubi Crescent, Singapore"
Statutory Boards Employees Co-Operative Recreation Club,ChIJcdwChBEY2jERRnyI1FgfxUc,bank,1.3125228,103.9003808,171 Joo Chiat Road
International Business Capital Pte. Ltd.,ChIJBU5FixcY2jERq_vtU9PtdAk,bank,1.316645,103.892698,05-54 Paya Lebar Road
Gemini Credit Capital Singapore Pte Ltd,ChIJQW3wKBIY2jERtEcNgbUGj1c,bank,1.3119184,103.9003995,216 Joo Chiat Road
Tuffaha Readers (Eunos Branch),ChIJkRdQBhAY2jERrp6vh-rNrkY,school,1.3167489,103.9021269,"150 Changi Road, #02-04 Guthrie Building"
Rhema Bible Training Center Singapore,ChIJPUdg-K8X2jERoSW8knZ5suU,school,1.3195765,103.8987207,101 Eunos Avenue 3
So Clever English Classroom,ChIJleO_ehAY2jERh5f59UzmkiE,school,1.3163423,103.9005373,"80 Changi Road, #02-45"
Heguru Eunos,ChIJg6VfqBoY2jERKTYpnpcKXNA,school,1.3167589,103.9021806,150 Changi Road
I3 Education Lab,ChIJS2blUBgY2jERKnv9JYCEoEA,school,1.319304,103.8948134,10 Eunos Road 8
My Little Gems Preschool,ChIJc6E7jAQY2jERtbtb9I209y0,school,1.3207005,103.9053991,38 Jalan Eunos
Buddhist and Pali College of Singapore,ChIJ_4uG-gQY2jERir0QydxlEzs,school,1.3197187,103.9054843,30 Jalan Eunos
PCF Sparkletots @ Kembangan-Chai Chee Blk 341,ChIJR2vG6PcX2jERWz7oaZPCIDA,school,1.3269004,103.9020908,"Blk 341 Ubi Avenue 1, #01-915 Block 341"
Praises Kids,ChIJVRoGBA4Y2jERoZsOM6HmwMs,school,1.31234,103.9034786,"42 Joo Chiat Lane, Singapore"
Children's Vineyard Kindergarten,ChIJR0MW2A0Y2jERMDrevjAocUI,school,1.31234,103.9034786,"42 Joo Chiat Lane, Singapore"
Haig Girls' School,ChIJZQ7ylsoi2jER_oT3GrVLNeM,school,1.3120003,103.9026307,51 Koon Seng Road
Mile Bug Excel In Learning Education Centre,ChIJEZysEzsY2jERq-SX3QpyHCI,school,1.3173177,103.8918521,"29 Paya Lebar Road, #03-01"
The Reiki Centre,ChIJAcjnvxEY2jERJ2jJAbbZwMg,school,1.3164491,103.9012131,"116 Changi Road, #03-08 WIS@Changi"
Manjusri Secondary School,ChIJGd3-kPcX2jEREyKEY8kzMaI,school,1.3275247,103.901507,20 Ubi Avenue 1
Home Tuition Singapore,ChIJS2blUBgY2jERTQc55hu7Qss,school,1.319304,103.8948134,10 Eunos Road 8
Telok Kurau Secondary School,ChIJjWgDfg8Y2jERqGNjfdeyQZE,school,1.316641,103.906854,3 Chin Cheng Avenue
PCF Sparkletots @ Geylang Serai Blk 412,ChIJRbHM-ucZ2jERviSIPJXo5UI,school,1.3182973,103.8991316,"Blk 412 Eunos Road 5, #01-104"
Howen Music,ChIJ5ywOSSw92jERD_SBNnbtsmo,school,1.3216872,103.9017552,Eunos Road 2
Asia Pacific Sports Management,ChIJWaBYUu8Z2jERShSaMnNdIsI,school,1.3194514,103.897443,"115 Eunos Avenue 3, #02-02"
Global Educational Services Pte Ltd,ChIJf4UJohoY2jERfZLCSt0Df1o,school,1.3171963,103.9013576,"848 Sims Avenue, Singapore"
Craft Atelier SG,ChIJq5IyXNEZ2jER3HVgZkWJ9so,school,1.3164003,103.9004214,"80 Changi Road, #03-19 Centropod"
MIJ HUB LTD,ChIJCX28qhoY2jERvu2O57BZ7go,school,1.31649,103.9012321,"116 Changi Road, #05-01"
VisionsOne Success Campus,ChIJ__8PcxAY2jERbs2HaUoiX1w,school,1.3164491,103.9012131,116 Changi Road
AtTartil Quranic Institute,ChIJIyMxa98X2jERcw82WDazmMI,school,1.3164491,103.9012131,"116 Changi Road, #02-08 WIS@Changi"
Kursus Internet Marketing Online,ChIJKaqdmQoT2jERfZlFFFRAgiM,school,1.316649,103.898177,1 Geylang Serai
Windsor Management College,ChIJpVMZOccZ2jERONQCp8KpXfo,school,1.3167589,103.9021806,150 Changi Road
Nanyang Yinda Arts Education Centre,ChIJg6VfqBoY2jERASEFPjqX9B0,school,1.3167589,103.9021806,150 Changi Road
Mosaic Preschool Eunos,ChIJYZhnMkXT5oIRDHA-kKT2vwY,school,1.316886,103.9027674,"168 Changi Road, #05-01"
Piano Co-nection,ChIJda-omFEX2jER3Tk1xS1PhRQ,school,1.3156327,103.9000577,"9 Lorong 101 Changi, Singapura"
MZ QURAN CENTRE,ChIJe1gBtxAY2jERHKhgKeHW9dU,school,1.3158695,103.8975596,"12 Joo Chiat Road, Singapore"
My First Skool at Wisma Geylang Serai,ChIJVQB2uXYZ2jER-gNMLV2JzXA,school,1.3166488,103.8962716,"1 Engku Aman Road, #04-01 Turn"
Ilm Centre,ChIJ7XhlxhAY2jERE_Pr-Do3-bA,school,1.3154561,103.8978594,20 Joo Chiat Road
Persatuan Guru-Guru Al-Quran (PERGERAQ),ChIJJwZ0ZwUY2jERYLlBA7GMJ9k,school,1.3172155,103.9042661,"218E, Changi Road 03-10, PKMS Building"
Aysar Junior,ChIJJwZ0ZwUY2jERT7IrG-B7tFM,school,1.3172551,103.9043197,"218 Changi Rd Darul Huffaz Learning Centre, PKMS Building"
Kidz Meadow Childcare @ Eunos,ChIJsYnh3LAZ2jERX0N0qxrBMLY,school,1.3233814,103.9042942,"Blk 17 Eunos Crescent, #01-2865"
NorthStar Gymnastics & Fitness,ChIJu_u5qBkY2jERgw0UIAvGK1E,school,1.3189703,103.8945292,"10 Eunos Road 8 #03-02 South Lobby, Singapore Post Centre"
CYL Music Studio,ChIJLbk4EwIX2jERmXpySKtXQnk,school,1.3141316,103.8991758,91A Joo Chiat Road
Maitri School,ChIJg7NAiCgZ2jERsi0_LfyCOL8,school,1.3243264,103.904478,95 Jalan Eunos
Dive Subculture Technical Dive Center,ChIJEQ9_AhMZ2jERDjw227yUu8M,school,1.3136973,103.9006532,21B Tembeling Road
Maxcel Scientific Pte Ltd,ChIJBzHcEB4Y2jERzojTtPJTmug,school,1.3254058,103.8965857,53 Ubi Avenue 1
Happy Kids Preschool,ChIJoypO4UEZ2jER_w9D0AjOwq8,school,1.322939,103.905823,8 Jalan Ismail
Grapplemax Pro Wrestling Singapore,ChIJIY0pBLwZ2jER37oQPa6EaPU,school,1.3248571,103.8954574,"55 Ubi Avenue 1, #04-12 Ubi 55"
Learners Exploratorium,ChIJ9yWAzPUZ2jERQeKJ-AB44Aw,school,1.3148989,103.8955,"13 Haig Road, #01-153"
es center education serai gnalyeGeGylang Serai Education Centres,ChIJReU53xYY2jER_RRcq9EEzp0,school,1.3144316,103.8960604,"9 Haig Road, Block 9"
Grace Music,ChIJwW8y3pEZ2jERpXApXmo8kDs,school,1.3137754,103.8968595,"7 Haig Road, Block 7"
Excel NeuroLearning Pte Ltd,ChIJVwLwHXIX2jER5R2s9W7xGlI,school,1.3268908,103.8983586,"71 Ubi Crescent, #06-07, Singapore"
Raffles International Floristry Academy,ChIJ48yYJbkZ2jERl_Ldtyh8-pM,school,1.3268908,103.8983586,"71 Ubi Crescent, Excalibur Centre"
MGA Tennis Coaching and Analytics,ChIJvyzza4IZ2jERAlERuiUeSD0,school,1.318867,103.892889,60 Paya Lebar Road
BMI Brow Mastery International Aesthetics n Cosmetology Academy,ChIJSxcqmEYX2jERKyG_6t6CQUI,school,1.3126838,103.899975,"178 Joo Chiat Road, #02-01"
